[[IV]][DCCXC]CDVI;4790406
[[IV]][DCCC]CDVI;4800406
[[IV]][DCCC]DVI;4800506
[[IV]][CM]CVI;4900106
[[IV]][CM]MCVI;4901106
[[IV]][CM]MMCVI;4902106
[[IV]][CM]MMMCVI;4903106
[[IV]][CMX]MCVI;4911106
[[IV]][CMXX]MCVI;4921106
[[IV]][CMXXX]MCVI;4931106
[[IV]][CML]MCVI;4951106
[[V]];5000000
[[V]]IV;5000004
[[V]]V;5000005
[[V]]XV;5000015
[[V]]XXV;5000025
[[V]]XXXV;5000035
[[V]]LV;5000055
[[V]]CV;5000105
[[V]]CXCV;5000195
[[V]]CCV;5000205
[[V]]CCCV;5000305
[[V]]DV;5000505
[[V]]MV;5001005
[[V]]MCMV;5001905
[[V]]MMV;5002005
[[V]]MMMV;5003005
[[V]][IV];5004000
[[V]][IV]IV;5004004
[[V]][V];5005000
[[V]][V]V;5005005
[[V]][IX]IV;5009004
[[V]][IX]XIV;5009014
[[V]][IX]XXIV;5009024
[[V]][IX]XXXIV;5009034
[[V]][IX]LXIV;5009064
[[V]][IX]CXIV;5009114
[[V]][IX]CCXIV;5009214
[[V]][IX]CCCXIV;5009314
[[V]][IX]DXIV;5009514
[[V]][X]V;5010005
[[V]][X]XV;5010015
[[V]][X]XXV;5010025
[[V]][X]XXXV;5010035
[[V]][X]LXV;5010065
[[V]][X]CXV;5010115
[[V]][X]CCXV;5010215
[[V]][X]CCCXV;5010315
[[V]][X]DXV;5010515
[[V]][X]MXV;5011015
[[V]][X]MCMXV;5011915
[[V]][X]MMXV;5012015
[[V]][X]MMMXV;5013015
[[V]][XV];5015000
[[V]][XV]XV;5015015
[[V]][XIX]V;5019005
[[V]][XX]V;5020005
[[V]][XX]XV;5020015
[[V]][XX]XXV;5020025
[[V]][XX]XXXV;5020035
[[V]][XX]LXXV;5020075
[[V]][XX]CXXV;5020125
[[V]][XX]CCXXV;5020225
[[V]][XX]CCCXXV;5020325
[[V]][XX]DXXV;5020525
[[V]][XX]MXXV;5021025
[[V]][XX]MCMXXV;5021925
[[V]][XX]MMXXV;5022025
[[V]][XX]MMMXXV;5023025
[[V]][XXV];5025000
[[V]][XXV]XXV;5025025
[[V]][XXIX]XV;5029015
[[V]][XXX]V;5030005
[[V]][XXX]XV;5030015
[[V]][XXX]XXV;5030025
[[V]][XXX]XXXV;5030035
[[V]][XXX]LXXXV;5030085
[[V]][XXX]CXXXV;5030135
[[V]][XXX]CCXXXV;5030235
[[V]][XXX]CCCXXXV;5030335
[[V]][XXX]DXXXV;5030535
[[V]][XXX]MXXXV;5031035
[[V]][XXX]MCMXXXV;5031935
[[V]][XXX]MMXXXV;5032035
[[V]][XXX]MMMXXXV;5033035
[[V]][XXXV];5035000
[[V]][XXXV]XXXV;5035035
[[V]][XXXIX]XXV;5039025
[[V]][XL]XV;5040015
[[V]][XL]LXV;5040065
[[V]][XL]CLXV;5040165
[[V]][XL]CCLXV;5040265
[[V]][XL]CCCLXV;5040365
[[V]][XL]DLXV;5040565
[[V]][XL]MLXV;5041065
[[V]][XL]MCMLXV;5041965
[[V]][XL]MMLXV;5042065
[[V]][XL]MMMLXV;5043065
[[V]][XLV]LXV;5045065
[[V]][L]V;5050005
[[V]][L]XLV;5050045
[[V]][L]LV;5050055
[[V]][L]CLV;5050155
[[V]][L]CCLV;5050255
[[V]][L]CCCLV;5050355
[[V]][L]DLV;5050555
[[V]][L]MLV;5051055
[[V]][L]MCMLV;5051955
[[V]][L]MMLV;5052055
[[V]][L]MMMLV;5053055
[[V]][LV];5055000
[[V]][LV]LV;5055055
[[V]][LX]XLV;5060045
[[V]][LX]LV;5060055
[[V]][LX]CXLV;5060145
[[V]][LX]CCXLV;5060245
[[V]][LX]CCCXLV;5060345
[[V]][LX]DXLV;5060545
[[V]][LX]MXLV;5061045
[[V]][LX]MCMXLV;5061945
[[V]][LX]MMXLV;5062045
[[V]][LX]MMMXLV;5063045
[[V]][LXV]XLV;5065045
[[V]][LXIX]LV;5069055
[[V]][LXX]XLV;5070045
[[V]][LXX]LV;5070055
[[V]][LXXIX]XLV;5079045
[[V]][LXXX]XLV;5080045
[[V]][LXXX]LV;5080055
[[V]][XC]XV;5090015
[[V]][XC]CXV;5090115
[[V]][XC]CCXV;5090215
[[V]][XC]CCCXV;5090315
[[V]][XC]DCXV;5090615
[[V]][XC]MCXV;5091115
[[V]][XC]MMCXV;5092115
[[V]][XC]MMMCXV;5093115
[[V]][XCV]CXV;5095115
[[V]][C]V;5100005
[[V]][C]XCV;5100095
[[V]][C]CV;5100105
[[V]][C]CCV;5100205
[[V]][C]CCCV;5100305
[[V]][C]DCV;5100605
[[V]][C]MCV;5101105
[[V]][C]MMCV;5102105
[[V]][C]MMMCV;5103105
[[V]][CV];5105000
[[V]][CV]CV;5105105
[[V]][CX]XCV;5110095
[[V]][CX]CV;5110105
[[V]][CX]CXCV;5110195
[[V]][CX]CCXCV;5110295
[[V]][CX]CCCXCV;5110395
[[V]][CX]DXCV;5110595
[[V]][CX]MXCV;5111095
[[V]][CX]MCMXCV;5111995
[[V]][CX]MMXCV;5112095
[[V]][CX]MMMXCV;5113095
[[V]][CXV]XCV;5115095
[[V]][CXIX]CV;5119105
[[V]][CXX]XCV;5120095
[[V]][CXX]CV;5120105
[[V]][CXXIX]XCV;5129095
[[V]][CXXX]XCV;5130095
[[V]][CXXX]CV;5130105
[[V]][CXL]XCV;5140095
[[V]][CL]CV;5150105
[[V]][CXC]V;5190005
[[V]][CXC]XCV;5190095
[[V]][CXC]CXCV;5190195
[[V]][CXC]CCXCV;5190295
[[V]][CXC]CCCXCV;5190395
[[V]][CXC]DCXCV;5190695
[[V]][CXC]MCXCV;5191195
[[V]][CXC]MMCXCV;5192195
[[V]][CXC]MMMCXCV;5193195
[[V]][CXCV];5195000
[[V]][CXCV]CXCV;5195195
[[V]][CC]V;5200005
[[V]][CC]CV;5200105
[[V]][CC]CCV;5200205
[[V]][CC]CCCV;5200305
[[V]][CC]DCCV;5200705
[[V]][CC]MCCV;5201205
[[V]][CC]MMCCV;5202205
[[V]][CC]MMMCCV;5203205
[[V]][CCV];5205000
[[V]][CCV]CCV;5205205
[[V]][CCX]CCV;5210205
[[V]][CCXIX]CCV;5219205
[[V]][CCXX]CCV;5220205
[[V]][CCXXX]CCV;5230205
[[V]][CCL]CCV;5250205
[[V]][CCXC]CV;5290105
[[V]][CCC]V;5300005
[[V]][CCC]CV;5300105
[[V]][CCC]CCV;5300205
[[V]][CCC]CCCV;5300305
[[V]][CCC]DCCCV;5300805
[[V]][CCC]MCCCV;5301305
[[V]][CCC]MMCCCV;5302305
[[V]][CCC]MMMCCCV;5303305
[[V]][CCCV];5305000
[[V]][CCCV]CCCV;5305305
[[V]][CCCX]CCCV;5310305
[[V]][CCCXIX]CCCV;5319305
[[V]][CCCXX]CCCV;5320305
[[V]][CCCXXX]CCCV;5330305
[[V]][CCCL]CCCV;5350305
[[V]][CCCXC]CCV;5390205
[[V]][CD]CV;5400105
[[V]][CD]DCV;5400605
[[V]][CD]MDCV;5401605
[[V]][CD]MMDCV;5402605
[[V]][CD]MMMDCV;5403605
[[V]][CDV]DCV;5405605
[[V]][CDX]DCV;5410605
[[V]][CDXIX]DCV;5419605
[[V]][CDXX]DCV;5420605
[[V]][CDXXX]DCV;5430605
[[V]][CDL]DCV;5450605
[[V]][D]V;5500005
[[V]][D]CDV;5500405
[[V]][D]DV;5500505
[[V]][D]MDV;5501505
[[V]][D]MMDV;5502505
[[V]][D]MMMDV;5503505
[[V]][DV];5505000
[[V]][DV]DV;5505505
[[V]][DX]DV;5510505
[[V]][DXIX]DV;5519505
[[V]][DXX]DV;5520505
[[V]][DXXX]DV;5530505
[[V]][DL]DV;5550505
[[V]][DC]CDV;5600405
[[V]][DC]DV;5600505
[[V]][DC]MCDV;5601405
[[V]][DC]MMCDV;5602405
[[V]][DC]MMMCDV;5603405
[[V]][DCV]CDV;5605405
[[V]][DCX]CDV;5610405
[[V]][DCXIX]CDV;5619405
[[V]][DCXX]CDV;5620405
[[V]][DCXXX]CDV;5630405
[[V]][DCL]CDV;5650405
[[V]][DCXC]DV;5690505
[[V]][DCC]CDV;5700405
[[V]][DCC]DV;5700505
[[V]][DCCXC]CDV;5790405
[[V]][DCCC]CDV;5800405
[[V]][DCCC]DV;5800505
[[V]][CM]CV;5900105
[[V]][CM]MCV;5901105
[[V]][CM]MMCV;5902105
[[V]][CM]MMMCV;5903105
[[V]][CMX]MCV;5911105
[[V]][CMXX]MCV;5921105
[[V]][CMXXX]MCV;5931105
[[V]][CML]MCV;5951105
[[VI]]IV;6000004
[[VI]]V;6000005
[[VI]]XIV;6000014
[[VI]]XXIV;6000024
[[VI]]XXXIV;6000034
[[VI]]LIV;6000054
[[VI]]CIV;6000104
[[VI]]CXCIV;6000194
[[VI]]CCIV;6000204
[[VI]]CCCIV;6000304
[[VI]]DIV;6000504
[[VI]]MIV;6001004
[[VI]]MCMIV;6001904
[[VI]]MMIV;6002004
[[VI]]MMMIV;6003004
[[VI]][IV];6004000
[[VI]][V];6005000
[[VI]][V]IV;6005004
[[VI]][VI]V;6006005
[[VI]][X]IV;6010004
[[VI]][X]XIV;6010014
[[VI]][X]XXIV;6010024
[[VI]][X]XXXIV;6010034
[[VI]][X]LXIV;6010064
[[VI]][X]CXIV;6010114
[[VI]][X]CCXIV;6010214
[[VI]][X]CCCXIV;6010314
[[VI]][X]DXIV;6010514
[[VI]][X]MXIV;6011014
[[VI]][X]MCMXIV;6011914
[[VI]][X]MMXIV;6012014
[[VI]][X]MMMXIV;6013014
[[VI]][XIV];6014000
[[VI]][XV]XIV;6015014
[[VI]][XIX]IV;6019004
[[VI]][XX]IV;6020004
[[VI]][XX]XIV;6020014
[[VI]][XX]XXIV;6020024
[[VI]][XX]XXXIV;6020034
[[VI]][XX]LXXIV;6020074
[[VI]][XX]CXXIV;6020124
[[VI]][XX]CCXXIV;6020224
[[VI]][XX]CCCXXIV;6020324
[[VI]][XX]DXXIV;6020524
[[VI]][XX]MXXIV;6021024
[[VI]][XX]MCMXXIV;6021924
[[VI]][XX]MMXXIV;6022024
[[VI]][XX]MMMXXIV;6023024
[[VI]][XXIV];6024000
[[VI]][XXV]XXIV;6025024
[[VI]][XXIX]XIV;6029014
[[VI]][XXX]IV;6030004
[[VI]][XXX]XIV;6030014
[[VI]][XXX]XXIV;6030024
[[VI]][XXX]XXXIV;6030034
[[VI]][XXX]LXXXIV;6030084
[[VI]][XXX]CXXXIV;6030134
[[VI]][XXX]CCXXXIV;6030234
[[VI]][XXX]CCCXXXIV;6030334
[[VI]][XXX]DXXXIV;6030534
[[VI]][XXX]MXXXIV;6031034
[[VI]][XXX]MCMXXXIV;6031934
[[VI]][XXX]MMXXXIV;6032034
[[VI]][XXX]MMMXXXIV;6033034
[[VI]][XXXIV];6034000
[[VI]][XXXV]XXXIV;6035034
[[VI]][XXXIX]XXIV;6039024
[[VI]][XL]XIV;6040014
[[VI]][XL]LXIV;6040064
[[VI]][XL]CLXIV;6040164
[[VI]][XL]CCLXIV;6040264
[[VI]][XL]CCCLXIV;6040364
[[VI]][XL]DLXIV;6040564
[[VI]][XL]MLXIV;6041064
[[VI]][XL]MCMLXIV;6041964
